id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income,region
flatirons-west-gold-tees,Flatirons West Gold Tees,Boulder ,Colorado,80303,18,,40.0114135,-105.2204895,no,none,CO,80303,11570,1384676,USA,119678.13310285217,west
harlow-platts-park,Harlow Platts Park,Boulder (South Boulder) ,Colorado,80303,9,3.0,39.9746374,-105.24862659999998,no,none,CO,80303,11570,1384676,USA,119678.13310285217,west
bucksnort,BuckSnort,Pine ,Colorado,80470,28,5.0,39.4244613,-105.3153179,no,none,CO,80470,1810,175211,USA,96801.65745856351,west
phantom-falls-disc-golf-course,Phantom Falls Disc Golf Course,Pine ,Colorado,80470,30,4.0,39.4172782,-105.3330841,no,none,CO,80470,1810,175211,USA,96801.65745856351,west
buena-vista-disc-golf-course,Buena Vista Disc Golf Course,Buena Vista ,Colorado,81211,9,5.0,38.8477782,-106.1253825,no,none,CO,81211,3730,261913,USA,70217.96246648794,west
cache-la-poudre-jr-high-disc-golf-course,Cache La Poudre Jr. High Disc Golf Course,Laporte ,Colorado,80535,9,2.0,40.6269554,-105.1436876,no,none,CO,80535,1430,94970,USA,66412.58741258741,west
camenisch-park-badlands,Camenisch Park - Badlands,Federal Heights ,Colorado,80260,18,2.0,39.85486029999999,-105.0141018,no,none,CO,80260,15780,641429,USA,40648.22560202788,west
camenisch-park-hylands,Camenisch Park - The Hylands,Denver ,Colorado,80260,18,,39.85486029999999,-105.0141018,no,none,CO,80260,15780,641429,USA,40648.22560202788,west
centennial-park-course,Centennial Park Course,Cortez ,Colorado,81321,18,,37.3529476,-108.5693398,no,none,CO,81321,6280,337042,USA,53669.108280254775,west
central-park-disc-golf-course-2,Central Park Disc Golf Course,Firestone ,Colorado,80504,18,,40.1448434,-104.9283519,no,none,CO,80504,27460,2352081,USA,85654.80699198834,west
clark-centennial-park,Clark Centennial Park,Longmont ,Colorado,80504,9,4.0,40.1781912,-105.08556409999998,no,none,CO,80504,27460,2352081,USA,85654.80699198834,west
centre-hills-park,Centre Hills Park ,Aurora ,Colorado,80011,18,2.0,39.7141402,-104.7988998,no,none,CO,80011,23960,949265,USA,39618.739565943244,west
doc,The Dock,Aurora ,Colorado,80011,9,,39.7565349,-104.7732643,no,none,CO,80011,23960,949265,USA,39618.739565943244,west
