id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income,cityURL,county,latstr,lonstr,county_clean
chickasabogue-county-park,Chickasabogue County Park - Original,Eight Mile,Alabama,36613,18,4,30.7792176,-88.1072892,no,none,AL,36613,4680,178405,USA,38120.7265,Eight%20Mile,Mobile County,30.7792176,-88.1072892,Mobile County
university-mobile-disc-golf-course,University of Mobile Disc Golf Course,Eight Mile,Alabama,36613,18,,30.7937662,-88.1319775,no,none,AL,36613,4680,178405,USA,38120.7265,Eight%20Mile,Mobile County,30.7937662,-88.1319775,Mobile County
chickasaw-community-park,Chickasaw Community Park,Chickasaw,Alabama,36611,18,4,30.76483,-88.0742651,no,none,AL,36611,2450,79025,USA,32255.10204,Chickasaw,Mobile County,30.76483,-88.0742651,Mobile County
choccolocco-park,Choccolocco Park,Oxford,Alabama,36203,18,,33.6006433,-85.7865571,no,none,AL,36203,8400,446148,USA,53112.85714,Oxford,Calhoun County,33.6006433,-85.7865571,Calhoun County
citronelle-municipal-park,Citronelle Municipal Park,Citronelle,Alabama,36522,18,5,31.066847,-88.3166768,no,none,AL,36522,2720,129102,USA,47463.97059,Citronelle,Mobile County,31.066847,-88.3166768,Mobile County
clanton-disc-golf-course,Clanton Disc Golf Course,Clanton,Alabama,35045,18,4,32.8434961,-86.6269168,no,none,AL,35045,5570,279193,USA,50124.41652,Clanton,Chilton County,32.8434961,-86.6269168,Chilton County
clay-disc-golf-course,Clay Disc Golf Course,Clay,Alabama,35126,21,,33.7142894,-86.5775104,no,none,AL,35126,9540,510996,USA,53563.52201,Clay,Jefferson County,33.7142894,-86.5775104,Jefferson County
pinson-bicentennial-park,Pinson Bicentennial Park,Pinson,Alabama,35126,18,,33.68376,-86.684194,yes,zip from 35126al to 35126,AL,35126,9540,510996,USA,53563.52201,Pinson,Jefferson County,33.68376,-86.684194,Jefferson County
cottage-hill-park,Cottage Hill Park,Mobile,Alabama,36695,18,3,30.6564487,-88.1858075,no,none,AL,36695,21810,1495936,USA,68589.45438,Mobile,Mobile County,30.6564487,-88.1858075,Mobile County
creola-city-park,Creola City Park,Creola,Alabama,36525,18,,30.8920993,-88.0378195,no,none,AL,36525,810,44403,USA,54818.51852,Creola,Mobile County,30.8920993,-88.0378195,Mobile County
daphne-central-park,Daphne Central Park,Daphne,Alabama,36526,18,5,30.6488356,-87.9027959,no,none,AL,36526,15800,1209247,USA,76534.62025,Daphne,Baldwin County,30.6488356,-87.9027959,Baldwin County
diamond-disc-golf,Diamond Disc Golf,Cottonwood,Alabama,36320,9,,31.0699391,-85.3753701,no,none,AL,36320,1360,56416,USA,41482.35294,Cottonwood,Houston County,31.0699391,-85.3753701,Houston County
disc-golf-kymulga,Disc Golf Kymulga,Childersburg,Alabama,35044,18,,33.6302375,-86.6022886,no,none,AL,35044,3110,139751,USA,44936.01286,Childersburg,Jefferson County,33.6302375,-86.6022886,Jefferson County
elkahatchee-state-park,Elkahatchee State Park,Alexander City,Alabama,35010,9,3,32.926169,-85.9663895,no,none,AL,35010,7840,410413,USA,52348.59694,Alexander%20City,Tallapoosa County,32.926169,-85.9663895,Tallapoosa County
fairhope-municipal-park,Fairhope Municipal Park,Fairhope,Alabama,36532,20,5,30.5240334,-87.912181,no,none,AL,36532,14800,1416766,USA,95727.43243,Fairhope,Baldwin County,30.5240334,-87.912181,Baldwin County
fairview-park-disc-golf-course,Fairview Park Disc Golf Course,Fairview,Alabama,35058,18,3,34.2530802,-86.6887503,no,none,AL,35058,4230,235723,USA,55726.47754,Fairview,Cullman County,34.2530802,-86.6887503,Cullman County
faith-church,Faith Church,Florence,Alabama,35634,3,,34.8434384,-87.5998104,no,none,AL,35634,4560,359335,USA,78801.53509,Florence,Lauderdale County,34.8434384,-87.5998104,Lauderdale County
faulkner-state-community-college,Faulkner State Community College,Bay Minette,Alabama,36507,18,,30.8516838,-87.777356,no,none,AL,36507,8040,411709,USA,51207.58706,Bay%20Minette,Baldwin County,30.8516838,-87.777356,Baldwin County
first-baptist-church-robertsdale,First Baptist Church of Robertsdale,Robertsdale,Alabama,36567,9,,30.5472851,-87.7139716,no,none,AL,36567,5880,285120,USA,48489.79592,Robertsdale,Baldwin County,30.5472851,-87.7139716,Baldwin County
flying-dragon-disc-golf-course,Flying Dragon Disc Golf Course,Decatur,Alabama,35603,18,,34.5658725,-87.0408775,no,none,AL,35603,14270,977588,USA,68506.51717,Decatur,Morgan County,34.5658725,-87.0408775,Morgan County
fort-rucker-flying-disc-golf-course,Fort Rucker Flying Disc Golf Course,Fort Rucker,Alabama,36362,18,5,31.3358955,-85.7051467,no,none,AL,36362,1400,74744,USA,53388.57143,Fort%20Rucker,Dale County,31.3358955,-85.7051467,Dale County
freedom-hills-disc-golf-course,Freedom Hills Disc Golf Course,Red Bay,Alabama,35582,9,,34.4401057,-88.1128152,no,none,AL,35582,1620,88251,USA,54475.92593,Red%20Bay,Franklin County,34.4401057,-88.1128152,Franklin County
gattman-park,Gattman Park,Muscle Shoals,Alabama,35661,9,,34.7386705,-87.6580481,no,none,AL,35661,7940,504595,USA,63551.00756,Muscle%20Shoals,Colbert County,34.7386705,-87.6580481,Colbert County
george-ward-park,George Ward Park,Birmingham,Alabama,35205,24,4,33.4878408,-86.8199633,no,none,AL,35205,7590,493898,USA,65072.20026,Birmingham,Jefferson County,33.4878408,-86.8199633,Jefferson County
golden-bear-dgc,Golden Bear DGC,Lexington,Alabama,35648,9,,34.96925,-87.3711316,no,none,AL,35648,1570,80219,USA,51094.90446,Lexington,Lauderdale County,34.96925,-87.3711316,Lauderdale County
greenbrier-woods,Greenbrier Woods,Madison,Alabama,35756,9,,34.7109417,-86.8050864,no,none,AL,35756,9130,823429,USA,90189.37568,Madison,Limestone County,34.7109417,-86.8050864,Limestone County
rustic-youth-camp,Greg Carter Memorial Course,Russellville,Alabama,35653,18,,33.6373544,-86.5968801,no,none,AL,35653,4410,200184,USA,45393.19728,Russellville,Jefferson County,33.6373544,-86.5968801,Jefferson County
greg-carter-memorial-disc-golf-course,Greg Carter Memorial Disc Golf Course,Trussville,Alabama,35173,18,4,33.6373544,-86.5968801,no,none,AL,35173,13140,1206986,USA,91855.85997,Trussville,Jefferson County,33.6373544,-86.5968801,Jefferson County
john-lemaster-memorial-dgc,John Lemaster Memorial Disc Golf Course,Trussville,Alabama,35173,18,5,33.6302375,-86.6022886,no,none,AL,35173,13140,1206986,USA,91855.85997,Trussville,Jefferson County,33.6302375,-86.6022886,Jefferson County
ha-alexander-park,H.A. Alexander Park,Moulton,Alabama,35650,18,,34.4815342,-87.3062929,no,none,AL,35650,5450,274852,USA,50431.55963,Moulton,Lawrence County,34.4815342,-87.3062929,Lawrence County
halawaka-park,Halawaka Park,Salem,Alabama,36874,18,3,32.5968028,-85.2385527,no,none,AL,36874,3660,219136,USA,59873.22404,Salem,Lee County,32.5968028,-85.2385527,Lee County
heritage-park-1,Heritage Park,Cullman,Alabama,35055,18,4,34.1564293,-86.842815,no,none,AL,35055,8060,452074,USA,56088.58561,Cullman,Cullman County,34.1564293,-86.842815,Cullman County
honda-park-disc-golf-course,Honda Park Disc Golf Course,Lincoln,Alabama,35096,18,,33.6059757,-86.1258911,no,none,AL,35096,3450,187502,USA,54348.4058,Lincoln,Talladega County,33.6059757,-86.1258911,Talladega County
hurricane-alley-discgolfcourse,Hurricane Alley Disc Golf Course,Irvington,Alabama,36544,9,,30.6986962,-88.184456,no,none,AL,36544,4400,188446,USA,42828.63636,Irvington,Mobile County,30.6986962,-88.184456,Mobile County
indian-creek-disc-golf-course,Indian Creek Disc Golf Course,Huntsville,Alabama,35806,20,3,34.7345,-86.703071,no,none,AL,35806,12190,919055,USA,75394.17555,Huntsville,Madison County,34.7345,-86.703071,Madison County
inverness-disc-golf-park,Inverness Disc Golf Park,Birmingham,Alabama,35242,18,4,33.4183388,-86.7148867,no,none,AL,35242,25910,3749843,USA,144725.7044,Birmingham,Shelby County,33.4183388,-86.7148867,Shelby County
ivan-k-hill-park,Ivan K. Hill Disc Golf Course ,Winfield,Alabama,35594,18,5,33.9362633,-87.8084416,no,none,AL,35594,2880,150392,USA,52219.44444,Winfield,Marion County,33.9362633,-87.8084416,Marion County
jacksonville-community-disc-golf-course,Jacksonville Community Disc Golf Course,Jacksonville,Alabama,36265,9,1,33.8113394,-85.772768,no,none,AL,36265,7620,385187,USA,50549.47507,Jacksonville,Calhoun County,33.8113394,-85.772768,Calhoun County
joe-wheeler-state-park,Joe Wheeler State Park,Rogersville,Alabama,35652,18,,34.8256425,-87.2947417,no,none,AL,35652,3470,204063,USA,58807.78098,Rogersville,Lauderdale County,34.8256425,-87.2947417,Lauderdale County
john-hunt-park,John Hunt Park,Huntsville,Alabama,35802,18,1,34.6897827,-86.5875803,no,none,AL,35802,11470,1099678,USA,95874.28073,Huntsville,Madison County,34.6897827,-86.5875803,Madison County
logan-park,Kent Robertson Park,Huntsville,Alabama,35802,6,,34.6582711,-86.5807626,no,none,AL,35802,11470,1099678,USA,95874.28073,Huntsville,Madison County,34.6582711,-86.5807626,Madison County
kudzu-cove-disc-golf-course,Kudzu Cove Disc Golf Course,Guntersville,Alabama,35976,18,,34.4071296,-86.2493598,no,none,AL,35976,7080,482190,USA,68105.9322,Guntersville,Marshall County,34.4071296,-86.2493598,Marshall County
lake-ellis-disc-golf-course,Lake Ellis Disc Golf Course,Chatom,Alabama,36518,18,,31.4651653,-88.2544557,no,none,AL,36518,1010,65631,USA,64981.18812,Chatom,Washington County,31.4651653,-88.2544557,Washington County
lake-point-park,Lake Point Park,Heflin,Alabama,36264,18,4,33.6472706,-85.6022306,no,none,AL,36264,3400,176324,USA,51860,Heflin,Cleburne County,33.6472706,-85.6022306,Cleburne County
lakeside-disc-golf-veterans-memorial-park,Lakeside Disc Golf at Veterans Memorial Park,Florence,Alabama,35630,18,5,34.8113363,-87.6229231,no,none,AL,35630,12550,574613,USA,45785.89641,Florence,Lauderdale County,34.8113363,-87.6229231,Lauderdale County
mcfarland-park-disc-golf,McFarland Park Disc Golf,Florence,Alabama,35630,18,4,34.7838951,-87.684,no,none,AL,35630,12550,574613,USA,45785.89641,Florence,Lauderdale County,34.7838951,-87.684,Lauderdale County
lakeview-country-club,Lakeview Country Club,McCalla,Alabama,35111,18,5,33.2810418,-87.1391386,no,none,AL,35111,7290,481018,USA,65983.26475,McCalla,Tuscaloosa County,33.2810418,-87.1391386,Tuscaloosa County
lifepoint-disc-golf-course,Lifepoint Disc Golf Course,Albertville,Alabama,35950,9,,34.283414,-86.2286646,no,none,AL,35950,8600,360905,USA,41965.69767,Albertville,Marshall County,34.283414,-86.2286646,Marshall County
live-oak-landing,Live Oak Landing,Stockton,Alabama,36579,18,,30.9587292,-87.8707645,no,none,AL,36579,690,39293,USA,56946.37681,Stockton,Baldwin County,30.9587292,-87.8707645,Baldwin County
magnolia-links,Magnolia Links,Mount Olive,Alabama,35117,18,4,33.6356716,-86.8658012,no,none,AL,35117,2710,180055,USA,66440.95941,Mount%20Olive,Jefferson County,33.6356716,-86.8658012,Jefferson County
major-creek-crossing,Major Creek Crossing,Montgomery,Alabama,36109,10,1,32.3898033,-86.3947661,no,none,AL,36109,11060,553570,USA,50051.53707,Montgomery,Montgomery County,32.3898033,-86.3947661,Montgomery County
mastin-lake,Mastin Lake,Huntsville,Alabama,35810,18,3,34.7712563,-86.6159514,no,none,AL,35810,13430,472617,USA,35191.13924,Huntsville,Madison County,34.7712563,-86.6159514,Madison County
monte-sano-state-park,Monte Sano State Park,Huntsville,Alabama,35801,18,4,34.7399425,-86.5118155,no,none,AL,35801,10480,1320028,USA,125956.8702,Huntsville,Madison County,34.7399425,-86.5118155,Madison County
mrag-disc-golf-course,MRAG Disc Golf Course,Mobile,Alabama,36618,18,,30.6986962,-88.184456,no,none,AL,36618,7560,309460,USA,40933.86243,Mobile,Mobile County,30.6986962,-88.184456,Mobile County
new-hope-city-park-disc-golf-course,New Hope City Park Disc Golf Course,New Hope,Alabama,35760,18,,34.3206801,-86.4811659,no,none,AL,35760,2110,112390,USA,53265.40284,New%20Hope,Marshall County,34.3206801,-86.4811659,Marshall County
north-jasper-park,North Jasper Park,Jasper,Alabama,35503,18,,33.8826856,-87.2896616,no,none,AL,35503,3330,171923,USA,51628.52853,Jasper,Walker County,33.8826856,-87.2896616,Walker County
ol-colony-disc-golf-course,Ol' Colony Disc Golf Course,Tuscaloosa,Alabama,35406,18,,33.2568198,-87.5373611,no,none,AL,35406,6970,1011606,USA,145137.1593,Tuscaloosa,Tuscaloosa County,33.2568198,-87.5373611,Tuscaloosa County
oliver-park-disc-golf-course,Oliver Park Disc Golf Course,Calera,Alabama,35040,18,,33.0947617,-86.7659345,no,none,AL,35040,7880,451614,USA,57311.42132,Calera,Shelby County,33.0947617,-86.7659345,Shelby County
oscar-johnson-park,Oscar Johnson Park,Silverhill,Alabama,36576,5,,30.5461693,-87.7363276,no,none,AL,36576,2130,113199,USA,53145.07042,Silverhill,Baldwin County,30.5461693,-87.7363276,Baldwin County
osprey-disc-golf-course,Osprey Disc Golf Course,Orange Beach,Alabama,36561,9,3,30.2941192,-87.5485099,no,none,AL,36561,4160,402629,USA,96785.81731,Orange%20Beach,Baldwin County,30.2941192,-87.5485099,Baldwin County
palmore-park,Palmore Park,Tuscaloosa,Alabama,35401,18,,33.1792309,-87.6054429,no,none,AL,35401,9970,356339,USA,35741.12337,Tuscaloosa,Tuscaloosa County,33.1792309,-87.6054429,Tuscaloosa County
patriot-hills-0,Patriot Hills,Somerville,Alabama,35670,10,,34.4731491,-86.798612,no,none,AL,35670,3190,175126,USA,54898.4326,Somerville,Morgan County,34.4731491,-86.798612,Morgan County
graham-creek-pecan-hollow,Pecan Hollow at Graham Creek Nature Preserve,Foley,Alabama,36542,18,5,30.347877,-87.6325522,no,none,AL,36542,6970,451137,USA,64725.53802,Foley,Baldwin County,30.347877,-87.6325522,Baldwin County
quail-creek-one-disc-golf-course,Quail Creek One Disc Golf Course,Hartselle,Alabama,35640,18,,34.3867761,-86.8659449,no,none,AL,35640,10810,656758,USA,60754.6716,Hartselle,Morgan County,34.3867761,-86.8659449,Morgan County
sparkman-park-lakeside,Sparkman Park - Lakeside,Hartselle,Alabama,35640,18,,34.427332,-86.9358091,no,none,AL,35640,10810,656758,USA,60754.6716,Hartselle,Morgan County,34.427332,-86.9358091,Morgan County
sparkman-park,Sparkman Park - Original,Hartselle,Alabama,35640,18,2,34.4276961,-86.9354237,no,none,AL,35640,10810,656758,USA,60754.6716,Hartselle,Morgan County,34.4276961,-86.9354237,Morgan County
rainbow-city-disc-golf-course,Rainbow City Disc Golf Course,Rainbow City,Alabama,35906,18,4,33.9384231,-86.0731048,no,none,AL,35906,4440,244166,USA,54992.34234,Rainbow%20City,Etowah County,33.9384231,-86.0731048,Etowah County
redstone-arsenal,Redstone Arsenal,Huntsville,Alabama,35808,21,4,34.6950842,-86.6510329,no,none,AL,35808,430,41463,USA,96425.5814,Huntsville,Madison County,34.6950842,-86.6510329,Madison County
revelation-mountain,Revelation Mountain,Pell City,Alabama,35125,18,,33.6288538,-86.2767995,no,none,AL,35125,4460,205579,USA,46093.94619,Pell%20City,St. Clair County,33.6288538,-86.2767995,St. Clair County
semmes-middle-school,Semmes Middle School,Semmes,Alabama,36575,9,,30.7860988,-88.2912727,no,none,AL,36575,8660,458579,USA,52953.69515,Semmes,Mobile County,30.7860988,-88.2912727,Mobile County
admiral,The Admiral,Semmes,Alabama,36575,18,,30.7515927,-88.2351695,no,none,AL,36575,8660,458579,USA,52953.69515,Semmes,Mobile County,30.7515927,-88.2351695,Mobile County
shocco-springs,Shocco Springs,Talladega,Alabama,35160,9,,33.4560905,-86.1388557,no,none,AL,35160,9610,410515,USA,42717.48179,Talladega,Talladega County,33.4560905,-86.1388557,Talladega County
smiths-station-disc-golf-course,Smiths Station Disc Golf Course,Smiths Station,Alabama,36877,18,,32.5219258,-85.1178105,no,none,AL,36877,5060,280151,USA,55365.81028,Smiths%20Station,Lee County,32.5219258,-85.1178105,Lee County
southside-park-0,Southside Park,Huntsville,Alabama,35803,18,,34.5998105,-86.545931,no,none,AL,35803,13730,1108672,USA,80748.14275,Huntsville,Madison County,34.5998105,-86.545931,Madison County
spring-street-disc-golf-course,Spring Street Disc Golf Course,Adamsville,Alabama,35005,9,,33.5973369,-86.9588714,no,none,AL,35005,3190,130555,USA,40926.33229,Adamsville,Jefferson County,33.5973369,-86.9588714,Jefferson County
springhill-hobbit-disc-golf-course,Springhill Hobbit Disc Golf Course,Mobile,Alabama,36607,18,1,30.6986962,-88.184456,no,none,AL,36607,2500,157305,USA,62922,Mobile,Mobile County,30.6986962,-88.184456,Mobile County
stapleton-school-disc-golf-course,Stapleton School Disc Golf Course,Stapleton,Alabama,36578,9,,30.6488356,-87.9027959,no,none,AL,36578,870,53033,USA,60957.47126,Stapleton,Baldwin County,30.6488356,-87.9027959,Baldwin County
steele-creek,Steele Creek,Satsuma,Alabama,36572,9,,30.8627794,-88.0666769,no,none,AL,36572,2960,187881,USA,63473.31081,Satsuma,Mobile County,30.8627794,-88.0666769,Mobile County
taylor-disc-golf-course,Taylor Disc Golf Course,Taylor,Alabama,36301,9,,31.1605999,-85.4685021,no,none,AL,36301,15550,750238,USA,48246.81672,Taylor,Houston County,31.1605999,-85.4685021,Houston County
eagle-disc-golf-course,The Eagle Disc Golf Course,Jasper,Alabama,35504,18,,33.852593,-87.2614962,no,none,AL,35504,5260,342415,USA,65097.90875,Jasper,Walker County,33.852593,-87.2614962,Walker County
valley-disc-golf-course-0,Valley Junior High Disc Golf Course,Jasper,Alabama,35504,12,,33.8266058,-87.1776186,no,none,AL,35504,5260,342415,USA,65097.90875,Jasper,Walker County,33.8266058,-87.1776186,Walker County
hangar,The Hangar at Robert Cardinal Park,Tuscaloosa,Alabama,35473,18,,33.2235187,-87.6117253,no,none,AL,35473,7250,447488,USA,61722.48276,Tuscaloosa,Tuscaloosa County,33.2235187,-87.6117253,Tuscaloosa County
eastgate-park,The Oaks at Eastgate Park,Ashford,Alabama,36312,18,,31.1605265,-85.3202995,no,none,AL,36312,2480,127076,USA,51240.32258,Ashford,Houston County,31.1605265,-85.3202995,Houston County
outback,The Outback at Central Park Baptist,Decatur,Alabama,35601,9,,34.5815254,-87.0202958,no,none,AL,35601,13500,659712,USA,48867.55556,Decatur,Morgan County,34.5815254,-87.0202958,Morgan County
prairie-graham-creek-nature-preserve,The Prairie at Graham Creek Nature Preserve,Foley,Alabama,36535,18,5,30.3485203,-87.6177439,no,none,AL,36535,14000,673450,USA,48103.57143,Foley,Baldwin County,30.3485203,-87.6177439,Baldwin County
preserve-graham-creek-nature-preserve,The Preserve at Graham Creek Nature Preserve,Foley,Alabama,36535,18,5,30.347877,-87.6325522,no,none,AL,36535,14000,673450,USA,48103.57143,Foley,Baldwin County,30.347877,-87.6325522,Baldwin County
ridge,The Ridge,Springville,Alabama,35146,18,,33.8129309,-86.4973193,no,none,AL,35146,4620,322554,USA,69816.88312,Springville,St. Clair County,33.8129309,-86.4973193,St. Clair County
river-course,The River Course,Phenix City,Alabama,36867,18,3,32.4706839,-84.9988778,no,none,AL,36867,8660,409178,USA,47249.19169,Phenix%20City,Russell County,32.4706839,-84.9988778,Russell County
tiger-trail-u-w-alabama,The Tiger Trail at U of W. Alabama,Livingston,Alabama,35470,18,,32.5950799,-88.1845254,no,none,AL,35470,1860,81738,USA,43945.16129,Livingston,Sumter County,32.5950799,-88.1845254,Sumter County
tumble-tree-disc-golf-course,Tumble Tree Disc Golf Course,Opelika,Alabama,36801,18,4,32.6751084,-85.3495045,no,none,AL,36801,9790,559225,USA,57122.06333,Opelika,Lee County,32.6751084,-85.3495045,Lee County
university-montevallo,University of Montevallo,Montevallo,Alabama,35115,18,,33.1067187,-86.8654168,no,none,AL,35115,5350,254473,USA,47565.04673,Montevallo,Shelby County,33.1067187,-86.8654168,Shelby County
veterans-park-dgc-2,Veterans Park DGC,Alabaster,Alabama,35007,18,,33.1865441,-86.8281571,no,none,AL,35007,12050,743431,USA,61695.51867,Alabaster,Shelby County,33.1865441,-86.8281571,Shelby County
wallace-state-community-college,Wallace State Community College,Hanceville,Alabama,35057,18,,34.059845,-86.7695439,no,none,AL,35057,5330,312812,USA,58688.93058,Hanceville,Cullman County,34.059845,-86.7695439,Cullman County
aantiyeik-park,Aant'iyeik Park,Juneau,Alaska,99801,18,,58.3820892,-134.7361229,no,none,AK,99801,12210,934332,USA,76521.86732,Juneau,,58.3820892,-134.7361229,
eureka-disc-golf-univeristy-alaska-se,Eureka Disc Golf at Univeristy of Alaska SE,Juneau,Alaska,99801,9,,58.3826502,-134.7356895,no,none,AK,99801,12210,934332,USA,76521.86732,Juneau,,58.3826502,-134.7356895,
alcantra-disc-golf-big-su,Alcantra Disc Golf - Big Su,Wasilla,Alaska,99654,20,,61.612419,-149.3874267,no,none,AK,99654,15060,1106246,USA,73455.90969,Wasilla,Matanuska-Susitna,61.612419,-149.3874267,Matanuska-Susitna
alcantra,Alcantra Disc Golf - Little Su,Wasilla,Alaska,99654,9,4,61.612419,-149.3874267,no,none,AK,99654,15060,1106246,USA,73455.90969,Wasilla,Matanuska-Susitna,61.612419,-149.3874267,Matanuska-Susitna
birch-ridge-disc-golf-course,Birch Ridge Disc Golf Course,Soldotna,Alaska,99669,18,,60.4985515,-151.0043874,no,none,AK,99669,7680,612402,USA,79739.84375,Soldotna,Kenai Peninsula,60.4985515,-151.0043874,Kenai Peninsula
