id_x,name_x,city,county,Area_name,State,country,holeCount,rating,latitude,longitude,zipcode,PopDensity,total_pop,total_income,avg_income,MedianHHIncome
biddle-memorial-park,Biddle Memorial Park,Sheridan,Hamilton County,"Hamilton County, IN",IN,USA,9,3.0,40.1298263,-86.2109188,46069,801.7280000000001,3300,222716,67489.69697,96359.0
cumberland-park,Cumberland Park,Fishers,Hamilton County,"Hamilton County, IN",IN,USA,9,1.0,39.9405472,-85.9959813,46038,801.7280000000001,20830,1707685,81981.99712,96359.0
dr-james-dillon-park,Dr. James A. Dillon Park,Noblesville,Hamilton County,"Hamilton County, IN",IN,USA,18,4.0,40.0032191,-86.0600348,46060,801.7280000000001,20290,1502810,74066.53524,96359.0
morse-beach-park,Morse Beach Park,Noblesville,Hamilton County,"Hamilton County, IN",IN,USA,9,3.0,40.075345,-86.044076,46060,801.7280000000001,20290,1502810,74066.53524,96359.0
prospect-park-0,Prospect Park,Noblesville,Hamilton County,"Hamilton County, IN",IN,USA,9,,40.0109886,-85.98631999999999,46060,801.7280000000001,20290,1502810,74066.53524,96359.0
hazel-landing-park,Hazel Landing Park,Carmel,Hamilton County,"Hamilton County, IN",IN,USA,18,4.0,39.941878700000004,-86.0695414,46280,801.7280000000001,4260,375934,88247.41784,96359.0
lawrence-w-inlow-park,Lawrence W Inlow Park,Carmel,Hamilton County,"Hamilton County, IN",IN,USA,9,3.0,39.9799875,-86.0632348,46033,801.7280000000001,18020,2834969,157323.4739,96359.0
hill-northview-church,The Hill at Northview Church,Carmel,Hamilton County,"Hamilton County, IN",IN,USA,18,3.0,39.9752533,-86.0746239,46033,801.7280000000001,18020,2834969,157323.4739,96359.0
westfield-lions-disc-golf-course,Westfield Lions Disc Golf Course,Westfield,Hamilton County,"Hamilton County, IN",IN,USA,9,,40.0496611,-86.1299801,46074,801.7280000000001,17860,2092959,117186.9541,96359.0
big-walnut-sports-park,Big Walnut Sports Park,Greencastle,Putnam County,"Putnam County, IN",IN,USA,19,1.0,39.6411379,-86.8000663,46135,78.16199999999999,7810,407901,52228.04097,66613.0
blue-heron,Blue Heron,Franklin,Johnson County,"Johnson County, IN",IN,USA,18,3.0,39.4751232,-86.0646629,46131,473.006,15200,889453,58516.644739999996,76868.0
coyote-trace-0,Coyote Trace,Nineveh,Johnson County,"Johnson County, IN",IN,USA,18,,39.3657149,-86.0422497,46131,473.006,15200,889453,58516.644739999996,76868.0
freedom-park-disc-golf-course,Freedom Park Disc Golf Course,Greenwood,Johnson County,"Johnson County, IN",IN,USA,9,1.0,39.5947153,-86.1233997,46143,473.006,28520,2206680,77373.07153,76868.0
grassy-creek-disc-golf-course,Grassy Creek Disc Golf Course,New Whiteland,Johnson County,"Johnson County, IN",IN,USA,18,,39.5559341,-86.09377629999999,46184,473.006,6090,335144,55031.8555,76868.0
new-hope-church,New Hope Church,Greenwood,Johnson County,"Johnson County, IN",IN,USA,6,4.0,39.618128600000006,-86.2015418,46142,473.006,16000,1088411,68025.6875,76868.0
blueberry-hill-estate-and-day-spa,Blueberry Hill Estate and Day Spa,Paoli,Orange County,"Orange County, IN",IN,USA,18,,38.5543552,-86.4300791,47454,49.065,3280,144606,44087.19512,52029.0
boylan-acres-arduous,Boylan Acres Arduous,Monrovia,Morgan County,"Morgan County, IN",IN,USA,18,,39.5337746,-86.5211759,46157,172.605,1890,118196,62537.566139999995,67004.0
boylan-acres,Boylan Acres Extreme,Monrovia,Morgan County,"Morgan County, IN",IN,USA,18,,39.5337746,-86.5211759,46157,172.605,1890,118196,62537.566139999995,67004.0
cica-disc-golf-course,CICA Disc Golf Course,Mooresville,Morgan County,"Morgan County, IN",IN,USA,9,,39.61282429999999,-86.37416,46158,172.605,11830,755316,63847.50634,67004.0
mt-gilead-disc-golf-course,Mt. Gilead Disc Golf Course,Mooresville,Morgan County,"Morgan County, IN",IN,USA,18,3.0,39.5857973,-86.3195252,46158,172.605,11830,755316,63847.50634,67004.0
brookside-park,Brookside Park,Indianapolis,Marion County,"Marion County, IN",IN,USA,18,3.0,39.7890084,-86.1122013,46201,2383.363,13040,444798,34110.27607,56185.0
disc-fall-creek,DISC at Fall Creek,Indianapolis,Marion County,"Marion County, IN",IN,USA,18,4.0,39.8802261,-86.01222220000001,46256,2383.363,12080,1200026,99339.90066,56185.0
eagle-eye-disc-golf-course,Eagle Eye Disc Golf Course,Indianapolis,Marion County,"Marion County, IN",IN,USA,9,,39.894344399999994,-86.1435616,46240,2383.363,11230,1439977,128225.9127,56185.0
george-washington-park,George Washington Park,Indianapolis,Marion County,"Marion County, IN",IN,USA,18,4.0,39.8138397,-86.1121272,46218,2383.363,12390,323472,26107.50605,56185.0
indy-horizon-disc-golf-course,Indy Horizon Disc Golf Course,Lawrence,Marion County,"Marion County, IN",IN,USA,18,,39.8957139,-85.98671879999999,46236,2383.363,13500,1290260,95574.81481,56185.0
northside-knights-columbus,Northside Knights of Columbus,Indianapolis,Marion County,"Marion County, IN",IN,USA,9,,39.883725399999996,-86.12460659999999,46220,2383.363,19760,1914811,96903.39069,56185.0
northwestway-park-disc-golf-course,Northwestway Park Disc Golf Course,Indianapolis,Marion County,"Marion County, IN",IN,USA,18,2.0,39.8665335,-86.250422,46268,2383.363,13390,676032,50487.82674,56185.0
sahm-park,Sahm Park,Indianapolis,Marion County,"Marion County, IN",IN,USA,18,2.0,39.915862,-86.05703259999999,46250,2383.363,10540,859368,81533.96584,56185.0
brown-county-country-club,Brown County Country Club,Nashville,Brown County,"Brown County, IN",IN,USA,24,4.0,39.204595,-86.285122,47448,48.18899999999999,3910,248906,63658.823529999994,70930.0
