,id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income,cityURL,county,latstr,lonstr
72,lakeside-disc-golf-veterans-memorial-park,Lakeside Disc Golf at Veterans Memorial Park,Florence,Alabama,35630,18,5.0,34.811336299999994,-87.6229231,no,none,AL,35630,12550,574613,USA,45785.896414342635,Florence,Lauderdale County,34.811336299999994,-87.6229231
73,mcfarland-park-disc-golf,McFarland Park Disc Golf,Florence,Alabama,35630,18,4.0,34.7838951,-87.684,no,none,AL,35630,12550,574613,USA,45785.896414342635,Florence,Lauderdale County,34.7838951,-87.684
74,lakeview-country-club,Lakeview Country Club,McCalla,Alabama,35111,18,5.0,33.2810418,-87.1391386,no,none,AL,35111,7290,481018,USA,65983.26474622771,McCalla,Tuscaloosa County,33.2810418,-87.1391386
75,lifepoint-disc-golf-course,Lifepoint Disc Golf Course,Albertville,Alabama,35950,9,,34.283414,-86.2286646,no,none,AL,35950,8600,360905,USA,41965.69767441861,Albertville,Marshall County,34.283414,-86.2286646
76,live-oak-landing,Live Oak Landing,Stockton,Alabama,36579,18,,30.9587292,-87.8707645,no,none,AL,36579,690,39293,USA,56946.3768115942,Stockton,Baldwin County,30.9587292,-87.8707645
77,magnolia-links,Magnolia Links,Mount Olive,Alabama,35117,18,4.0,33.6356716,-86.86580119999998,no,none,AL,35117,2710,180055,USA,66440.95940959407,Mount%20Olive,Jefferson County,33.6356716,-86.86580119999998
78,major-creek-crossing,Major Creek Crossing,Montgomery,Alabama,36109,10,1.0,32.3898033,-86.3947661,no,none,AL,36109,11060,553570,USA,50051.537070524406,Montgomery,Montgomery County,32.3898033,-86.3947661
79,mastin-lake,Mastin Lake,Huntsville,Alabama,35810,18,3.0,34.7712563,-86.61595140000001,no,none,AL,35810,13430,472617,USA,35191.13924050633,Huntsville,Madison County,34.7712563,-86.61595140000001
80,monte-sano-state-park,Monte Sano State Park,Huntsville,Alabama,35801,18,4.0,34.7399425,-86.5118155,no,none,AL,35801,10480,1320028,USA,125956.87022900766,Huntsville,Madison County,34.7399425,-86.5118155
81,mrag-disc-golf-course,MRAG Disc Golf Course,Mobile,Alabama,36618,18,,30.6986962,-88.18445600000003,no,none,AL,36618,7560,309460,USA,40933.86243386243,Mobile,Mobile County,30.6986962,-88.18445600000003
82,new-hope-city-park-disc-golf-course,New Hope City Park Disc Golf Course,New Hope,Alabama,35760,18,,34.320680100000004,-86.48116590000002,no,none,AL,35760,2110,112390,USA,53265.402843601885,New%20Hope,Marshall County,34.320680100000004,-86.48116590000002
83,north-jasper-park,North Jasper Park,Jasper,Alabama,35503,18,,33.8826856,-87.28966159999997,no,none,AL,35503,3330,171923,USA,51628.528528528535,Jasper,Walker County,33.8826856,-87.28966159999997
84,ol-colony-disc-golf-course,Ol' Colony Disc Golf Course,Tuscaloosa,Alabama,35406,18,,33.2568198,-87.5373611,no,none,AL,35406,6970,1011606,USA,145137.15925394546,Tuscaloosa,Tuscaloosa County,33.2568198,-87.5373611
85,oliver-park-disc-golf-course,Oliver Park Disc Golf Course,Calera,Alabama,35040,18,,33.0947617,-86.7659345,no,none,AL,35040,7880,451614,USA,57311.42131979697,Calera,Shelby County,33.0947617,-86.7659345
86,oscar-johnson-park,Oscar Johnson Park,Silverhill,Alabama,36576,5,,30.546169300000006,-87.7363276,no,none,AL,36576,2130,113199,USA,53145.070422535195,Silverhill,Baldwin County,30.546169300000006,-87.7363276
87,osprey-disc-golf-course,Osprey Disc Golf Course,Orange Beach,Alabama,36561,9,3.0,30.2941192,-87.5485099,no,none,AL,36561,4160,402629,USA,96785.81730769233,Orange%20Beach,Baldwin County,30.2941192,-87.5485099
88,palmore-park,Palmore Park,Tuscaloosa,Alabama,35401,18,,33.1792309,-87.6054429,no,none,AL,35401,9970,356339,USA,35741.123370110334,Tuscaloosa,Tuscaloosa County,33.1792309,-87.6054429
89,patriot-hills-0,Patriot Hills,Somerville,Alabama,35670,10,,34.4731491,-86.798612,no,none,AL,35670,3190,175126,USA,54898.43260188088,Somerville,Morgan County,34.4731491,-86.798612
90,graham-creek-pecan-hollow,Pecan Hollow at Graham Creek Nature Preserve,Foley,Alabama,36542,18,5.0,30.347877,-87.6325522,no,none,AL,36542,6970,451137,USA,64725.538020086075,Foley,Baldwin County,30.347877,-87.6325522
91,quail-creek-one-disc-golf-course,Quail Creek One Disc Golf Course,Hartselle,Alabama,35640,18,,34.3867761,-86.8659449,no,none,AL,35640,10810,656758,USA,60754.67160037003,Hartselle,Morgan County,34.3867761,-86.8659449
92,sparkman-park-lakeside,Sparkman Park - Lakeside,Hartselle,Alabama,35640,18,,34.427332,-86.93580909999999,no,none,AL,35640,10810,656758,USA,60754.67160037003,Hartselle,Morgan County,34.427332,-86.93580909999999
93,sparkman-park,Sparkman Park - Original,Hartselle,Alabama,35640,18,2.0,34.4276961,-86.9354237,no,none,AL,35640,10810,656758,USA,60754.67160037003,Hartselle,Morgan County,34.4276961,-86.9354237
94,rainbow-city-disc-golf-course,Rainbow City Disc Golf Course,Rainbow City,Alabama,35906,18,4.0,33.9384231,-86.0731048,no,none,AL,35906,4440,244166,USA,54992.34234234234,Rainbow%20City,Etowah County,33.9384231,-86.0731048
95,redstone-arsenal,Redstone Arsenal,Huntsville,Alabama,35808,21,4.0,34.695084200000004,-86.6510329,no,none,AL,35808,430,41463,USA,96425.58139534883,Huntsville,Madison County,34.695084200000004,-86.6510329
96,revelation-mountain,Revelation Mountain,Pell City,Alabama,35125,18,,33.628853799999995,-86.2767995,no,none,AL,35125,4460,205579,USA,46093.94618834081,Pell%20City,St. Clair County,33.628853799999995,-86.2767995
97,semmes-middle-school,Semmes Middle School,Semmes,Alabama,36575,9,,30.7860988,-88.29127270000002,no,none,AL,36575,8660,458579,USA,52953.69515011547,Semmes,Mobile County,30.7860988,-88.29127270000002
98,admiral,The Admiral,Semmes,Alabama,36575,18,,30.7515927,-88.2351695,no,none,AL,36575,8660,458579,USA,52953.69515011547,Semmes,Mobile County,30.7515927,-88.2351695
99,shocco-springs,Shocco Springs,Talladega,Alabama,35160,9,,33.4560905,-86.13885570000002,no,none,AL,35160,9610,410515,USA,42717.48178980229,Talladega,Talladega County,33.4560905,-86.13885570000002
100,smiths-station-disc-golf-course,Smiths Station Disc Golf Course,Smiths Station,Alabama,36877,18,,32.521925800000005,-85.1178105,no,none,AL,36877,5060,280151,USA,55365.81027667983,Smiths%20Station,Lee County,32.521925800000005,-85.1178105
101,southside-park-0,Southside Park,Huntsville,Alabama,35803,18,,34.5998105,-86.54593100000002,no,none,AL,35803,13730,1108672,USA,80748.14275309541,Huntsville,Madison County,34.5998105,-86.54593100000002
102,spring-street-disc-golf-course,Spring Street Disc Golf Course,Adamsville,Alabama,35005,9,,33.5973369,-86.9588714,no,none,AL,35005,3190,130555,USA,40926.33228840125,Adamsville,Jefferson County,33.5973369,-86.9588714
103,springhill-hobbit-disc-golf-course,Springhill Hobbit Disc Golf Course,Mobile,Alabama,36607,18,1.0,30.6986962,-88.18445600000003,no,none,AL,36607,2500,157305,USA,62922.0,Mobile,Mobile County,30.6986962,-88.18445600000003
104,stapleton-school-disc-golf-course,Stapleton School Disc Golf Course,Stapleton,Alabama,36578,9,,30.6488356,-87.9027959,no,none,AL,36578,870,53033,USA,60957.471264367814,Stapleton,Baldwin County,30.6488356,-87.9027959
105,steele-creek,Steele Creek,Satsuma,Alabama,36572,9,,30.8627794,-88.0666769,no,none,AL,36572,2960,187881,USA,63473.31081081081,Satsuma,Mobile County,30.8627794,-88.0666769
106,taylor-disc-golf-course,Taylor Disc Golf Course,Taylor,Alabama,36301,9,,31.1605999,-85.4685021,no,none,AL,36301,15550,750238,USA,48246.81672025724,Taylor,Houston County,31.1605999,-85.4685021
107,eagle-disc-golf-course,The Eagle Disc Golf Course,Jasper,Alabama,35504,18,,33.852593,-87.26149620000002,no,none,AL,35504,5260,342415,USA,65097.90874524715,Jasper,Walker County,33.852593,-87.26149620000002
108,valley-disc-golf-course-0,Valley Junior High Disc Golf Course,Jasper,Alabama,35504,12,,33.8266058,-87.1776186,no,none,AL,35504,5260,342415,USA,65097.90874524715,Jasper,Walker County,33.8266058,-87.1776186
109,hangar,The Hangar at Robert Cardinal Park,Tuscaloosa,Alabama,35473,18,,33.2235187,-87.6117253,no,none,AL,35473,7250,447488,USA,61722.482758620674,Tuscaloosa,Tuscaloosa County,33.2235187,-87.6117253
110,eastgate-park,The Oaks at Eastgate Park,Ashford,Alabama,36312,18,,31.160526500000003,-85.3202995,no,none,AL,36312,2480,127076,USA,51240.32258064517,Ashford,Houston County,31.160526500000003,-85.3202995
111,outback,The Outback at Central Park Baptist,Decatur,Alabama,35601,9,,34.5815254,-87.0202958,no,none,AL,35601,13500,659712,USA,48867.555555555555,Decatur,Morgan County,34.5815254,-87.0202958
112,prairie-graham-creek-nature-preserve,The Prairie at Graham Creek Nature Preserve,Foley,Alabama,36535,18,5.0,30.3485203,-87.61774390000002,no,none,AL,36535,14000,673450,USA,48103.571428571435,Foley,Baldwin County,30.3485203,-87.61774390000002
113,preserve-graham-creek-nature-preserve,The Preserve at Graham Creek Nature Preserve,Foley,Alabama,36535,18,5.0,30.347877,-87.6325522,no,none,AL,36535,14000,673450,USA,48103.571428571435,Foley,Baldwin County,30.347877,-87.6325522
114,ridge,The Ridge,Springville,Alabama,35146,18,,33.8129309,-86.4973193,no,none,AL,35146,4620,322554,USA,69816.88311688311,Springville,St. Clair County,33.8129309,-86.4973193
115,river-course,The River Course,Phenix City,Alabama,36867,18,3.0,32.4706839,-84.99887779999997,no,none,AL,36867,8660,409178,USA,47249.191685912236,Phenix%20City,Russell County,32.4706839,-84.99887779999997
116,tiger-trail-u-w-alabama,The Tiger Trail at U of W. Alabama,Livingston,Alabama,35470,18,,32.5950799,-88.18452540000001,no,none,AL,35470,1860,81738,USA,43945.161290322576,Livingston,Sumter County,32.5950799,-88.18452540000001
117,tumble-tree-disc-golf-course,Tumble Tree Disc Golf Course,Opelika,Alabama,36801,18,4.0,32.6751084,-85.34950450000002,no,none,AL,36801,9790,559225,USA,57122.0633299285,Opelika,Lee County,32.6751084,-85.34950450000002
118,university-montevallo,University of Montevallo,Montevallo,Alabama,35115,18,,33.106718699999995,-86.86541679999998,no,none,AL,35115,5350,254473,USA,47565.04672897196,Montevallo,Shelby County,33.106718699999995,-86.86541679999998
119,veterans-park-dgc-2,Veterans Park DGC,Alabaster,Alabama,35007,18,,33.1865441,-86.8281571,no,none,AL,35007,12050,743431,USA,61695.51867219918,Alabaster,Shelby County,33.1865441,-86.8281571
120,wallace-state-community-college,Wallace State Community College,Hanceville,Alabama,35057,18,,34.059845,-86.7695439,no,none,AL,35057,5330,312812,USA,58688.930581613524,Hanceville,Cullman County,34.059845,-86.7695439
121,aantiyeik-park,Aant'iyeik Park,Juneau,Alaska,99801,18,,58.3820892,-134.7361229,no,none,AK,99801,12210,934332,USA,76521.86732186732,Juneau,,58.3820892,-134.7361229
122,eureka-disc-golf-univeristy-alaska-se,Eureka Disc Golf at Univeristy of Alaska SE,Juneau,Alaska,99801,9,,58.3826502,-134.7356895,no,none,AK,99801,12210,934332,USA,76521.86732186732,Juneau,,58.3826502,-134.7356895
123,alcantra-disc-golf-big-su,Alcantra Disc Golf - Big Su,Wasilla,Alaska,99654,20,,61.612419,-149.3874267,no,none,AK,99654,15060,1106246,USA,73455.90969455511,Wasilla,Matanuska-Susitna,61.612419,-149.3874267
124,alcantra,Alcantra Disc Golf - Little Su,Wasilla,Alaska,99654,9,4.0,61.612419,-149.3874267,no,none,AK,99654,15060,1106246,USA,73455.90969455511,Wasilla,Matanuska-Susitna,61.612419,-149.3874267
